group,model_label,display_model,question_id,condition,n,mean,sem,formatted
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q3,argument_a,10,50.0,0.0,50.0 (0.0)
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q3,argument_b,10,50.0,0.0,50.0 (0.0)
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q4,prior,10,50.0,0.0,50.0 (0.0)
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q4,baseline,10,50.0,0.0,50.0 (0.0)
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q4,argument_a,10,50.0,0.0,50.0 (0.0)
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q4,argument_b,10,0.0,0.0,0.0 (0.0)
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q5,prior,10,50.0,0.0,50.0 (0.0)
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q5,baseline,10,50.0,0.0,50.0 (0.0)
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q5,argument_a,10,50.0,0.0,50.0 (0.0)
Larger models,together_gemma_4_31b_it,google/gemma-4-31B-it,Q5,argument_b,10,50.0,0.0,50.0 (0.0)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q1,prior,10,0.0,0.0,0.0 (0.0)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q1,baseline,10,1.0,1.0,1.0 (1.0)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q1,argument_a,10,0.5,0.5,0.5 (0.5)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q1,argument_b,10,0.7,0.517472,0.7 (0.5)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q2,prior,10,53.7,3.058867,53.7 (3.1)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q2,baseline,10,48.5,4.085884,48.5 (4.1)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q2,argument_a,10,50.5,0.5,50.5 (0.5)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q2,argument_b,10,53.8,5.395059,53.8 (5.4)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q3,prior,10,76.0,4.136558,76.0 (4.1)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q3,baseline,10,60.5,7.433034,60.5 (7.4)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q3,argument_a,10,77.5,2.713137,77.5 (2.7)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q3,argument_b,10,62.2,6.069596,62.2 (6.1)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q4,prior,10,39.0,8.020806,39.0 (8.0)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q4,baseline,10,41.3,9.393911,41.3 (9.4)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q4,argument_a,10,71.8,3.369141,71.8 (3.4)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q4,argument_b,10,41.5,11.131786,41.5 (11.1)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q5,prior,10,19.5,4.245913,19.5 (4.2)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q5,baseline,10,10.0,3.248931,10.0 (3.2)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q5,argument_a,10,7.5,2.006932,7.5 (2.0)
Larger models,together_gpt_oss_20b,openai/gpt-oss-20b,Q5,argument_b,10,12.5,3.095696,12.5 (3.1)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q1,prior,10,87.7,2.875374,87.7 (2.9)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q1,baseline,10,9.7,3.800731,9.7 (3.8)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q1,argument_a,10,31.8,11.229722,31.8 (11.2)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q1,argument_b,10,43.4,12.776019,43.4 (12.8)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q2,prior,10,74.2,4.30452,74.2 (4.3)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q2,baseline,10,53.3,9.018561,53.3 (9.0)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q2,argument_a,10,64.8,7.46369,64.8 (7.5)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q2,argument_b,10,94.7,0.869866,94.7 (0.9)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q3,prior,10,79.7,4.038839,79.7 (4.0)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q3,baseline,10,52.6,11.185506,52.6 (11.2)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q3,argument_a,10,96.7,1.220656,96.7 (1.2)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q3,argument_b,10,82.3,10.324781,82.3 (10.3)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q4,prior,10,38.2,7.432362,38.2 (7.4)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q4,baseline,10,78.0,6.239658,78.0 (6.2)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q4,argument_a,10,91.4,2.761642,91.4 (2.8)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q4,argument_b,10,64.9,13.325373,64.9 (13.3)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q5,prior,10,30.2,6.577402,30.2 (6.6)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q5,baseline,10,24.4,5.850356,24.4 (5.9)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q5,argument_a,10,65.5,9.731107,65.5 (9.7)
Smaller models,ollama_llama31_8b_instruct_q8,meta-llama/llama3.1:8b-instruct-q8_0,Q5,argument_b,10,95.5,1.301708,95.5 (1.3)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q1,prior,10,80.7,6.394529,80.7 (6.4)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q1,baseline,10,37.5,12.915323,37.5 (12.9)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q1,argument_a,10,50.2,13.727345,50.2 (13.7)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q1,argument_b,10,44.2,12.9947,44.2 (13.0)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q2,prior,10,39.0,9.0,39.0 (9.0)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q2,baseline,10,19.9,10.209418,19.9 (10.2)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q2,argument_a,10,28.0,7.272475,28.0 (7.3)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q2,argument_b,10,61.0,9.243616,61.0 (9.2)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q3,prior,10,81.5,7.602996,81.5 (7.6)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q3,baseline,10,79.8,9.55894,79.8 (9.6)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q3,argument_a,10,49.0,12.151817,49.0 (12.2)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q3,argument_b,10,97.8,1.982142,97.8 (2.0)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q4,prior,10,33.5,14.02478,33.5 (14.0)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q4,baseline,10,68.0,13.330833,68.0 (13.3)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q4,argument_a,10,93.0,5.174725,93.0 (5.2)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q4,argument_b,10,74.4,12.941063,74.4 (12.9)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q5,prior,10,77.5,6.9622,77.5 (7.0)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q5,baseline,10,65.0,10.381608,65.0 (10.4)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q5,argument_a,10,43.4,13.699311,43.4 (13.7)
Smaller models,ollama_llama31_8b_text_q8,meta-llama/llama3.1:8b-text-q8_0,Q5,argument_b,10,50.0,13.904436,50.0 (13.9)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q1,prior,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q1,baseline,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q1,argument_a,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q1,argument_b,10,10.0,10.0,10.0 (10.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q2,prior,10,51.0,1.0,51.0 (1.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q2,baseline,10,50.0,0.0,50.0 (0.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q2,argument_a,10,25.0,5.627314,25.0 (5.6)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q2,argument_b,10,98.5,1.5,98.5 (1.5)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q3,prior,10,84.5,3.370625,84.5 (3.4)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q3,baseline,10,50.0,0.0,50.0 (0.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q3,argument_a,10,72.0,7.859884,72.0 (7.9)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q3,argument_b,10,50.5,15.678187,50.5 (15.7)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q4,prior,10,47.0,5.587685,47.0 (5.6)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q4,baseline,10,50.0,0.0,50.0 (0.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q4,argument_a,10,96.0,2.768875,96.0 (2.8)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q4,argument_b,10,30.0,15.275252,30.0 (15.3)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q5,prior,10,8.0,4.163332,8.0 (4.2)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q5,baseline,10,2.0,2.0,2.0 (2.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q5,argument_a,10,4.5,3.02306,4.5 (3.0)
Smaller models,ollama_qwen3_8b,qwen/qwen3:8b,Q5,argument_b,10,42.0,15.902481,42.0 (15.9)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q1,prior,10,50.0,11.130539,50.0 (11.1)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q1,baseline,10,13.0,5.783117,13.0 (5.8)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q1,argument_a,10,29.0,9.480975,29.0 (9.5)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q1,argument_b,10,66.0,9.882645,66.0 (9.9)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q2,prior,10,73.0,1.527525,73.0 (1.5)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q2,baseline,10,62.5,3.435921,62.5 (3.4)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q2,argument_a,10,55.0,2.236068,55.0 (2.2)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q2,argument_b,10,93.0,2.260777,93.0 (2.3)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q3,prior,10,90.5,3.02306,90.5 (3.0)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q3,baseline,10,71.0,2.867442,71.0 (2.9)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q3,argument_a,10,81.0,2.211083,81.0 (2.2)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q3,argument_b,10,62.0,10.005554,62.0 (10.0)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q4,prior,10,53.0,6.674995,53.0 (6.7)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q4,baseline,10,59.0,6.046119,59.0 (6.0)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q4,argument_a,10,85.5,3.97562,85.5 (4.0)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q4,argument_b,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q5,prior,10,37.0,4.955356,37.0 (5.0)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q5,baseline,10,31.5,4.475241,31.5 (4.5)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q5,argument_a,10,24.0,3.785939,24.0 (3.8)
Smaller models,ollama_josiefied_qwen3_8b,goekdenizguelmez/JOSIEFIED-Qwen3:8b,Q5,argument_b,10,48.5,8.883505,48.5 (8.9)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q1,prior,10,58.8,6.506066,58.8 (6.5)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q1,baseline,10,2.0,2.0,2.0 (2.0)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q1,argument_a,10,43.5,7.304869,43.5 (7.3)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q1,argument_b,10,26.5,13.602492,26.5 (13.6)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q2,prior,10,9.5,3.905125,9.5 (3.9)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q2,baseline,10,19.5,3.531603,19.5 (3.5)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q2,argument_a,10,17.4,3.983856,17.4 (4.0)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q2,argument_b,10,2.5,2.5,2.5 (2.5)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q3,prior,10,60.3,8.974099,60.3 (9.0)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q3,baseline,10,41.0,8.749603,41.0 (8.7)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q3,argument_a,10,71.0,5.09902,71.0 (5.1)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q3,argument_b,10,16.0,9.683893,16.0 (9.7)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q4,prior,10,20.9,3.354764,20.9 (3.4)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q4,baseline,10,37.0,7.423686,37.0 (7.4)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q4,argument_a,10,55.5,9.673848,55.5 (9.7)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q4,argument_b,10,10.0,6.666667,10.0 (6.7)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q5,prior,10,20.0,10.40833,20.0 (10.4)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q5,baseline,10,16.5,8.301606,16.5 (8.3)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q5,argument_a,10,7.0,5.174725,7.0 (5.2)
Smaller models,ollama_aya_8b,cohere/aya:8b,Q5,argument_b,10,2.0,2.0,2.0 (2.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q1,prior,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q1,baseline,10,35.0,7.637626,35.0 (7.6)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q1,argument_a,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q1,argument_b,10,95.0,5.0,95.0 (5.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q2,prior,10,50.0,0.0,50.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q2,baseline,10,50.0,0.0,50.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q2,argument_a,10,10.0,6.666667,10.0 (6.7)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q2,argument_b,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q3,prior,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q3,baseline,10,95.0,5.0,95.0 (5.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q3,argument_a,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q3,argument_b,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q4,prior,10,92.5,5.335937,92.5 (5.3)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q4,baseline,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q4,argument_a,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q4,argument_b,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q5,prior,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q5,baseline,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q5,argument_a,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b_instruct,mistral/mistral:7b-instruct,Q5,argument_b,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q1,prior,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q1,baseline,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q1,argument_a,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q1,argument_b,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q2,prior,10,52.5,2.5,52.5 (2.5)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q2,baseline,10,10.0,6.666667,10.0 (6.7)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q2,argument_a,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q2,argument_b,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q3,prior,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q3,baseline,10,50.0,16.666667,50.0 (16.7)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q3,argument_a,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q3,argument_b,10,50.0,16.666667,50.0 (16.7)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q4,prior,10,61.5,8.434387,61.5 (8.4)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q4,baseline,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q4,argument_a,10,100.0,0.0,100.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q4,argument_b,10,10.0,10.0,10.0 (10.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q5,prior,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q5,baseline,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q5,argument_a,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_mistral_7b,mistral/mistral:7b,Q5,argument_b,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q1,prior,10,14.5,10.23203,14.5 (10.2)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q1,baseline,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q1,argument_a,10,9.9,9.9,9.9 (9.9)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q1,argument_b,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q2,prior,10,47.0,5.587685,47.0 (5.6)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q2,baseline,10,20.0,8.164966,20.0 (8.2)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q2,argument_a,10,23.5,9.488297,23.5 (9.5)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q2,argument_b,10,65.0,12.649111,65.0 (12.6)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q3,prior,10,75.5,5.079917,75.5 (5.1)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q3,baseline,10,45.0,5.0,45.0 (5.0)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q3,argument_a,10,49.0,11.827463,49.0 (11.8)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q3,argument_b,10,57.0,11.47945,57.0 (11.5)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q4,prior,10,54.5,3.02306,54.5 (3.0)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q4,baseline,10,52.5,2.5,52.5 (2.5)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q4,argument_a,10,85.5,6.474308,85.5 (6.5)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q4,argument_b,10,50.0,16.666667,50.0 (16.7)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q5,prior,10,5.0,5.0,5.0 (5.0)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q5,baseline,10,0.0,0.0,0.0 (0.0)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q5,argument_a,10,29.0,14.772347,29.0 (14.8)
Smaller models,ollama_qwen3_4b,qwen/qwen3:4b,Q5,argument_b,10,2.0,2.0,2.0 (2.0)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q1,prior,10,66.8,8.081254,66.8 (8.1)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q1,baseline,10,59.1,7.769527,59.1 (7.8)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q1,argument_a,10,57.0,10.728985,57.0 (10.7)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q1,argument_b,10,56.0,10.587204,56.0 (10.6)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q2,prior,10,65.3,8.332067,65.3 (8.3)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q2,baseline,10,67.0,6.064468,67.0 (6.1)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q2,argument_a,10,60.5,3.760171,60.5 (3.8)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q2,argument_b,10,61.0,11.396881,61.0 (11.4)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q3,prior,10,64.5,6.394876,64.5 (6.4)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q3,baseline,10,61.9,4.177852,61.9 (4.2)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q3,argument_a,10,67.5,6.247222,67.5 (6.2)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q3,argument_b,10,57.6,10.540082,57.6 (10.5)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q4,prior,10,74.7,6.142837,74.7 (6.1)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q4,baseline,10,74.9,4.023404,74.9 (4.0)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q4,argument_a,10,73.5,5.967039,73.5 (6.0)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q4,argument_b,10,81.9,7.546081,81.9 (7.5)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q5,prior,10,40.0,10.0,40.0 (10.0)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q5,baseline,10,85.0,5.163978,85.0 (5.2)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q5,argument_a,10,57.0,11.259564,57.0 (11.3)
Smaller models,ollama_phi_2_7b,microsoft/phi:2.7b,Q5,argument_b,10,21.0,11.396881,21.0 (11.4)
